noFinesset,title,capacity,postcode,city
830215158,EHPAD L'Eden Roc,23,83130,LA GARDE
830016119,EHPAD Centre de gérontologie Georges Clémenceau,40,83130,LA GARDE
830016218,Accueil de jour Thérapeutique le Fil d'argent,18,83130,LA GARDE
830016929,Résidence Promenade de Jade,100,83120,STE MAXIME
830201216,Foyer-Logement Les tilleuls,76,83120,STE MAXIME
830215372,EHPAD Les Opalines,77,83120,STE MAXIME
830020459,LA GORGUETTE COTE D'AZUR,42,83110,SANARY SUR MER
830019212,Foyer-Logement Le verger,79,83110,SANARY SUR MER
830018560,EHPAD Résidence Palméra (Ex.Résidence du Port),73,83110,SANARY SUR MER
830200176,EHPAD Le Verger,86,83110,SANARY SUR MER
830215273,EHPAD La Bastide du Baou,60,83110,SANARY SUR MER
830201117,EHPAD Korian Le Rosaire,67,83110,SANARY SUR MER
830020921,EHPAD Korian La Pinède,91,83110,SANARY SUR MER
830206215,Résidence autonomie Port Marchand,36,83000,TOULON
830208559,Résidence autonomie Le Porphyre,42,83000,TOULON
830200374,Résidence autonomie La Ressence,92,83000,TOULON
830214409,Résidence Bastide-Bonnetières,16,83000,TOULON
830021556,Résidence Bastide-Bonnetières,16,83000,TOULON
830200226,EHPAD Résidence Sainte-Catherine-Labouré,110,83000,TOULON
830003968,EHPAD Résidence Les Pléiades,128,83000,TOULON
830200150,EHPAD Résidence Le Cosor,94,83000,TOULON
830216172,EHPAD Renaissance Mayol,88,83000,TOULON
830101788,EHPAD Privé Saint-Maur,130,83000,TOULON
830206579,EHPAD Petites Soeurs des Pauvres ma maison,70,83000,TOULON
830214599,EHPAD Notre Dame de la Paix,124,83000,TOULON
830017034,EHPAD Les Amandiers de la Ressence,88,83000,TOULON
830212916,EHPAD Le Saphir,90,83000,TOULON
830017943,EHPAD La Roseraie,72,83000,TOULON
830100046,EHPAD La Rose des Vents,116,83000,TOULON
830213716,EHPAD La Minorque,68,83000,TOULON
830212148,EHPAD La Marquisanne 2,80,83000,TOULON
830200465,EHPAD La Marquisanne 1,119,83000,TOULON
830017133,EHPAD Korian Saint-François du Las,78,83000,TOULON
830201042,EHPAD Jeanne Marguerite,67,83000,TOULON
830212411,EHPAD Bastide Bonnetières,102,83000,TOULON
820009660,Foyer logement du Centre hospitalier,4,82800,NEGREPELISSE
820004083,EHPAD du Centre hospitalier,133,82800,NEGREPELISSE
820008225,EHPAD - résidence Eugène Aujaleu,80,82800,NEGREPELISSE
820000222,EHPAD Le Parc et l'Oustal de Garona,152,82700,MONTECH
820000370,EHPAD Le Parc et l'Ostal de Garona,40,82700,MONTECH
820000354,EHPAD Saint-Jacques,110,82600,VERDUN SUR GARONNE
820003986,EHPAD Résidence La Barbacane,70,82500,LARRAZET
820006542,EHPAD Mutualiste Notre-Dame,58,82500,BEAUMONT DE LOMAGNE
820005577,EHPAD Les Cordeliers,87,82500,BEAUMONT DE LOMAGNE
820000230,EHPAD Daudignon,71,82500,BEAUMONT DE LOMAGNE
820009629,USLD du CH des Deux Rives,0,82400,VALENCE D AGEN
820005338,Résidence Balivernes,44,82400,VALENCE D AGEN
820007938,MAISON DE RETRAITE LAS CANNELES,5,82400,VALENCE D AGEN
820004422,EHPAD Centre hospitalier des 2 rives,96,82400,VALENCE D AGEN
820006583,EHPAD Les Chênes Verts,60,82370,VILLEBRUMIER
820000388,Maison de retraite de Lamagistère,48,82360,LAMAGISTERE
820000438,USLD Centre hospitalier,0,82300,CAUSSADE
820005064,EHPAD du Centre hospitalier de Caussade,78,82300,CAUSSADE
820009637,EHPAD Le Cantou Ville,12,82300,CAUSSADE
820009488,APAS 82 Antenne de Caussade,7,82300,CAUSSADE
820005569,MARPA L'Esclarida,24,82290,LA VILLE DIEU DU TEMPLE
820000305,EHPAD Résidence Saint-Jean-Marie Vianney,48,82290,MONTBETON
820008530,EHPAD Résidence Pagomal,50,82290,MONTBETON
820008514,MARPA La maison du parc,24,82270,MONTALZAT
820009652,La Résidence de Montpezat de Quercy,30,82270,MONTPEZAT DE QUERCY
820000347,EHPAD Les Causeries,75,82250,LAGUEPIE
820005676,EHPAD Résidence La Septfontoise,80,82240,SEPTFONDS
820005932,EHPAD Résidence des 3 Lacs,58,82230,MONCLAR DE QUERCY
820009645,La Résidence de Molières,30,82220,MOLIERES
820009611,USLD du CHIC de Castelsarrasin-Moissac,0,82200,MOISSAC
820003473,EHPAD Maison de Retraite Moissac,40,82200,MOISSAC
820009595,EHPAD Les Grains Dorés,105,82200,MOISSAC
820009603,Accueil de jour du CHIC de Castelsarrasin-Moissac,12,82200,MOISSAC
820000339,Maison de retraite Sainte-Sophie,76,82170,GRISOLLES
820002038,EHPAD Résidence Mutualiste Val de Bonnette,64,82160,CAYLUS
820006559,MARPA du Pays de Serres,23,82150,MONTAIGU DE QUERCY
820000362,EHPAD Résidence de l'Abbaye,57,82140,ST ANTONIN NOBLE VAL
820005668,EHPAD Résidence du Lac,37,82130,LAFRANCAISE
820008282,EHPAD La Souleihado,100,82120,LAVIT
820000255,EHPAD de Lauzerte,89,82110,LAUZERTE
820003903,EHPAD du Centre hospitalier,184,82100,CASTELSARRASIN
820007821,Centre d'accueil de jour pour personnes âgées A. P. A. S. 82,15,82100,CASTELSARRASIN
820005403,USLD du Centre hospitalier de Montauban,0,82000,MONTAUBAN
820008993,Résidence mutualiste Saint-Orens,96,82000,MONTAUBAN
820007854,MAPA de SAPIAC,16,82000,MONTAUBAN
820003465,EHPAD du Cours Foucault du Centre hospitalier de Montauban,74,82000,MONTAUBAN
820005437,EHPAD du Centre hospitalier de Montauban,35,82000,MONTAUBAN
820008324,EHPAD Résidence Les Saules,105,82000,MONTAUBAN
820008803,EHPAD Les Floralies,100,82000,MONTAUBAN
820006344,EHPAD Ange Gardien,77,82000,MONTAUBAN
820008985,EHPAD - maison de retraite Protestante,87,82000,MONTAUBAN
820005163,EHPA ESPACE ACCUEIL DU FORT,14,82000,MONTAUBAN
820007375,Centre d'accueil de jour pour personnes âgées A. P. A. S. 82,20,82000,MONTAUBAN
810010173,Résidence Les Terrasses du Pastel,68,81990,PUYGOUZON
810101873,Foyer-Logement Résidence Les terrasses,21,81800,RABASTENS
810002089,EHPAD Les terrasses du Tarn,53,81800,RABASTENS
810099747,EHPAD L'Hermitage Rabastens,44,81800,RABASTENS
810009472,EHPAD Résidence La Pastellière,60,81710,SAIX
810101253,EHPAD Les Grands Chênes,72,81710,SAIX
810003764,EHPAD Saint-Vincent de Paul,50,81700,BLAN
810003616,EHPAD Résidence Les Moulins Puylaurens,70,81700,PUYLAURENS
810003657,EHPAD Plaisance,78,81640,MONESTIES
810008219,EHPAD Le Domaine,25,81640,MONESTIES
810099820,EHPAD Le Coustil,19,81640,SALLES
810101618,EHPAD Petite Plaisance,84,81630,SALVAGNAC
810010538,USLD Saint-Jean - Centre hospitalier de Gaillac,0,81600,GAILLAC
810100420,EHPAD Saint-Jean - Centre hospitalier Gaillac,166,81600,GAILLAC
810003855,EHPAD Saint-François Cadalen,82,81600,CADALEN
810004218,EHPAD Saint-André -Centre hospitalier Gaillac,120,81600,GAILLAC
810007708,EHPAD - résidence Les 7 fontaines,84,81600,GAILLAC
810007229,Accueil de jour ADMR du Gaillacois,12,81600,GAILLAC
810100917,Résidence Elie Gasc,35,81580,SOUAL
810003897,EHPAD Saint-Vincent Sainte-Croix Sorèze,85,81540,SOREZE
810004804,EHPAD Korian La Maison d'Émilienne Cahuzac,70,81540,CAHUZAC
810100313,USLD Centre hospitalier Lavaur,0,81500,LAVAUR
810003947,Résidence Lagarrigue,74,81500,LAVAUR
810099762,EHPAD du Vaurais Centre hospitalier de Lavaur,81,81500,LAVAUR
810008458,Centre d'accueil de jour Dame Guiraude,11,81500,LAVAUR
810003889,EHPAD Les Quiétudes Lautrec,81,81440,LAUTREC
810009613,EHPAD La Grèze Montdragon,50,81440,MONTDRAGON
810101204,MARPA Lou Castelou,24,81430,VILLEFRANCHE D ALBIGEOIS
810003863,MAISON DE RETRAITE MOFFRE,24,81400,CARMAUX
810003590,EHPAD Résidence du Bosc,131,81400,CARMAUX
810005488,Accueil de jour Soleil d'Automne,10,81400,CARMAUX
810001479,EHPAD Résidence Bellevue,60,81390,BRIATEXTE
810009597,EHPAD Les Charmilles Lescure d'Albigeois,60,81380,LESCURE D ALBIGEOIS
810003640,Résidence retraite Chez Nous,82,81370,ST SULPICE
810100867,EHPAD Sainte-Agnès,65,81360,MONTREDON LABESSONNIE
810004119,MARPA Le Ségali,24,81350,VALDERIES
810004044,EHPAD La méridienne,72,81350,SERENAC
810100958,Maison de Retraite Bel Cantou Trébas,93,81340,TREBAS
810003913,EHPAD Saint-Joseph,60,81340,VALENCE D ALBIGEOIS
810004051,EHPAD Résidence Bel Air,49,81340,VALENCE D ALBIGEOIS
810002097,EHPAD Départemental,86,81330,ST PIERRE DE TRIVISY
810101832,EHPAD Les Adrets,44,81320,MURAT SUR VEBRE
810101386,EHPAD Résidence Lagrange,79,81310,LISLE SUR TARN
810101642,Résidence Le château,24,81300,GRAULHET
810101279,EHPAD Résidence du Pre de Millet Hl Graulhet,80,81300,GRAULHET
810101261,EHPAD Centre hospitalier de Graulhet,76,81300,GRAULHET
810003798,EHPAD L'Oustal-d'en-Thibaud,137,81290,LABRUGUIERE
810004796,EHPAD Rouanet Iché,60,81270,LABASTIDE ROUAIROUX
810003772,EHPAD Saint-Joseph Brassac,57,81260,BRASSAC
810100446,EHPAD Cabirac Angles,46,81260,ANGLES
810010751,Accueil de Jour Agout-Montalet,10,81260,BRASSAC
810100529,Résidence Ladrech,25,81250,ALBAN
810008169,Centre d'accueil de jour d'Assou Alban,11,81250,ALBAN
810003632,EHPAD Résidence du Parc Saint-Amans Soult,84,81240,ST AMANS SOULT
810000414,EHPAD Saint-Vincent de Paul,65,81230,LACAUNE
810001867,Maison de retraite Le Pré-fleuri,66,81220,SERVIES
810001982,EHPAD Résidence du Mailhol Lacrouzette,40,81210,LACROUZETTE
810003822,EHPAD Le Clos de Siloë Roquecourbe,41,81210,ROQUECOURBE
810100370,USLD d'Aussillon - CHIC Castres-Mazamet,20,81200,AUSSILLON
810100537,Résidence Foch,32,81200,MAZAMET
810003806,EHPAD Saint-Joseph,124,81200,MAZAMET
810003814,EHPAD Le Refuge Protestant Mazamet,55,81200,MAZAMET
810100206,EHPAD La Résidence du Midi - CHIC Castres-Mazamet,110,81200,MAZAMET
810000133,EHPAD La Chevalière Mazamet,80,81200,MAZAMET
810009456,Centre d'Accueil de jour Aussillon,12,81200,AUSSILLON
810011098,UNITE DE VIE DU CARMAUSIN,10,81190,MIRANDOL BOURGNOUNAC
810010348,EHPAD de Pampelonne,82,81190,PAMPELONNE
810003608,EHPAD La Mazière,76,81170,CORDES SUR CIEL
810102160,Résidence Le Grand Champ,95,81150,LAGRAVE
810100974,EHPAD Korian Les Blés d'Or,94,81150,CASTELNAU DE LEVIS
810003624,EHPAD Rene Lencou Realmont,71,81120,REALMONT
810003921,EHPAD Notre-Dame de Touscayrats,56,81110,VERDALLE
810000463,EHPAD Les Arcades,72,81110,DOURGNE
810100883,USLD Les Monges - CHIC Castres-Mazamet,0,81100,CASTRES
810099788,EHPAD Villégiale Saint-Jacques - CHIC Castres-Mazamet,226,81100,CASTRES
810007328,EHPAD Résidence Émilie de Villeneuve,87,81100,CASTRES
810007948,EHPAD Les Monges - Chic Castres-Mazamet,110,81100,CASTRES
810003780,EHPAD Le Refuge Protestant,68,81100,CASTRES
810100776,EHPAD AGIR CASTRES ,72,81100,CASTRES
810100297,USLD du Centre Hospitalier d'Albi,14,81000,ALBI
810101469,Résidence Olga Ducoudray,21,81000,ALBI
810003756,MR COLLEGIALE STE CECILE,17,81000,ALBI
810100552,La Résidence du Palais - la Maison de l'Amitié,33,81000,ALBI
810101675,EHPAD Maison du Boutge Albi,74,81000,ALBI
810099804,EHPAD Louise Anceau,89,81000,ALBI
810101089,EHPAD Les Mimosas,89,81000,ALBI
810010223,EHPAD Les Jardins de Jouvence,122,81000,ALBI
810002469,EHPAD Les Jardins d'Escudié,77,81000,ALBI
810000364,EHPAD Le Parc Albi,107,81000,ALBI
810003418,EHPAD La Renaudié,228,81000,ALBI
810005538,Centre d'accueil de jour le Petit-Cantou maison de l'amitié,16,81000,ALBI
800015513,Foyer-Logement Résidence Les tilleuls,19,80860,NOUVION
800006165,USLD Centre hospitalier Corbie,0,80800,CORBIE
800002313,EHPAD Sénéos Fouilloy,144,80800,FOUILLOY
800002339,EHPAD Sénéos,80,80800,VILLERS BRETONNEUX
800006512,EHPAD Corbie Gambetta,214,80800,CORBIE
800004004,EHPAD Centre hospitalier Corbie Foucart,50,80800,CORBIE
800002255,EHPAD Epehy Fondation Camus,80,80740,EPEHY
800009656,Résidence autonomie du plateau des Villers,20,80710,QUEVAUVILLERS
800009417,USLD CHIMR Roye,0,80700,ROYE
800005712,EHPAD du Centre hospitalier intercommunal,191,80700,ROYE
800005456,EHPAD Résidence Daniel-Croizé,48,80640,HORNOY LE BOURG
800002305,EHPAD Domart-en-Ponthieu,52,80620,DOMART EN PONTHIEU
800006173,USLD Centre hospitalier Doullens,0,80600,DOULLENS
800007650,EHPAD Centre hospitalier Doullens,133,80600,DOULLENS
800003352,EHPAD Le Domaine,39,80560,ACHEUX EN AMIENOIS
800005670,EHPAD Woincourt,59,80520,WOINCOURT
800006322,USLD CHIMR MONTDIDIER,0,80500,MONTDIDIER
800004186,EHPAD du Centre hospitalier intercommunal de Montdidier,120,80500,MONTDIDIER
800000648,EHPAD Coiret Chevalier,53,80410,CAYEUX SUR MER
800009235,USLD du Centre hospitalier de Ham,0,80400,HAM
800018202,MARPA Les Blés d'Or,24,80400,MATIGNY
800006215,EHPAD Résidence Fleurie,96,80400,HAM
800004293,EHPAD KORIAN La Rivière bleue,75,80400,ERCHEU
800012098,Foyer-Logement Résidence Les nâcres,20,80370,BERNAVILLE
800014706,Foyer-Logement Résidence Des chataigniers,20,80360,COMBLES
800000655,EHPAD Sénéos,85,80340,BRAY SUR SOMME
800009375,EHPAD Sénéos,62,80330,LONGUEAU
800014904,EHPAD Saint-Joseph,65,80330,CAGNY
800002321,EHPAD Picquigny,83,80310,PICQUIGNY
800002206,EHPAD Sénéos,61,80300,WARLOY BAILLON
800006330,EHPAD Rose de Picardie,135,80300,ALBERT
800015505,EHPAD Le Val d'Ancre,35,80300,ALBERT
800003915,EHPAD Les Évoissons,95,80290,POIX DE PICARDIE
800002289,EHPAD Airaines,95,80270,AIRAINES
800003717,Foyer-Logement Résidence Les tilleuls,48,80250,AILLY SUR NOYE
800009425,USLD CHIBS de Saint-Valéry-sur-Somme,0,80230,ST VALERY SUR SOMME
800006207,EHPAD Neuville,92,80230,ST VALERY SUR SOMME
800005662,Résidence Louis Pasteur,38,80220,GAMACHES
800017204,Résidence Korian Les Trois Rives,80,80220,GAMACHES
800019689,MARPA de Feuquières,24,80210,FEUQUIERES EN VIMEU
800006249,USLD de Peronne,0,80200,PERONNE
800000770,Résidence Sainte-Radegonde,84,80200,ATHIES
800010571,EHPAD ORPEA Saint-Fursy,84,80200,PERONNE
800004160,EHPAD Le Quinconce et Jean Mermoz ,138,80200,PERONNE
800006181,"EHPAD "" Caudron"" - CH de Peronne;true;false;false;false;false;false;2020-10-04 20:36:18.02;03 22 83 61 94;secretariat.direction@ch-peronne.fr;;Centre Hospitalier de Péronne;30.0;Public;true;false;false;false;false;false;false;true;true;false;false;false",0,80200,PERONNE
800000747,EHPAD Nesle,105,80190,NESLE
800004285,Résidence Vallée de la Luce,44,80170,CAIX
800014961,Foyer-Logement Résidence Des acacias,20,80170,ROSIERES EN SANTERRE
800000762,EHPAD Saint-Antoine,108,80160,CONTY
800002297,EHPAD La Forêt,91,80150,CRECY EN PONTHIEU
800000622,EHPAD Epissos Oisemont,63,80140,OISEMONT
800000739,EHPAD Saint-Riquier,71,80135,ST RIQUIER
800000754,EHPAD Joseph-Petit,92,80130,FRIVILLE ESCARBOTIN
800004061,EHPAD de Rue,241,80120,RUE
800010597,EHPAD Les Jardins de Cybèle,79,80120,RUE
800000630,EHPAD Sénéos Moreuil,89,80110,MOREUIL
800003691,Résidence autonomie Robert Page,65,80100,ABBEVILLE
800004244,EHPAD Notre-Dame de France,80,80100,ABBEVILLE
800003998,EHPAD George Dumont,303,80100,ABBEVILLE
800017329,EHPAD Centre de gérontologie,50,80100,ABBEVILLE
800015638,Accueil de jour,18,80100,ABBEVILLE
800006264,USLD Centre Saint-Victor,0,80000,AMIENS
800010589,Résidence Les Jardins d'Henriville,90,80000,AMIENS
800017279,Maison de Retraite Ma Maison,25,80000,AMIENS
800016990,EHPAD du CHU d'Amiens,140,80000,AMIENS
800009052,EHPAD Petites Soeurs des Pauvres,82,80000,AMIENS
800020422,EHPAD PAUL CLAUDEL,85,80000,AMIENS
800003923,EHPAD Marie Marthe Amiens,122,80000,AMIENS
800004251,EHPAD Léon Burckel,116,80000,AMIENS
800004228,EHPAD Les quatre chênes,89,80000,AMIENS
800000796,EHPAD La Neuville,114,80000,AMIENS
800010472,EHPAD Korian Samarobriva,87,80000,AMIENS
800010282,EHPAD Château de Montières,70,80000,AMIENS
800017196,EHPAD Centre Saint--Victor,15,80000,AMIENS
790003750,EHPAD Résidence La Croix d'Hervault,68,79800,PAMPROUX
790003651,EHPAD Notre Maison,83,79800,LA MOTHE ST HERAY
790000368,EHPAD Les Fontaines,53,79800,LA MOTHE ST HERAY
790013429,USLD Pré vert,0,79700,MAULEON
790007207,Résidence du chemin vert,23,79700,MAULEON
790018857,Foyer-Logement Résidence Les tilleuls,21,79700,MAULEON
790006118,EHPAD de l'Hôpital de Mauléon,95,79700,MAULEON
790000277,EHPAD Résidence du Val d'Or,144,79600,AIRVAULT
790000384,EHPAD La Valette,74,79600,ST LOUP LAMAIRE
790014757,EHPAD Home de l'Ébaupin,33,79510,COULON
790003586,Foyer-Logement Résidence La garenne,55,79500,MELLE
790012538,EHPAD RESIDENCE LES CHARMILLES,48,79500,MELLE
790006100,EHPAD La Chagnée,119,79500,MELLE
790003719,EHPAD Château de Chaillé,112,79500,ST MARTIN LES MELLE
790000459,EHPAD - résidence Le Pied du Roy,74,79440,COURLAY
790000418,EHPAD Au Bon accueil,91,79430,LA CHAPELLE ST LAURENT
790011878,Melioris Le Logis des Francs,6,79410,CHERVEUX
790014278,Foyer-Logement Résidence Les ourneaux,73,79410,ECHIRE
790009864,EHPAD - résidence Le Sacré-Coeur,39,79410,CHERVEUX
790011373,USLD Saint-Maixent-l'Ecole,0,79400,ST MAIXENT L ECOLE
790007215,Foyer-Logement Résidence soleil d'or,18,79400,ST MAIXENT L ECOLE
790006092,EHPAD - résidence La chanterie,188,79400,ST MAIXENT L ECOLE
790002026,EHPAD - résidence de la Plaine,61,79390,THENEZAY
790002042,EHPAD Les Chanterelles,96,79370,CELLES SUR BELLE
790015796,EHPAD - résidence Les babelottes,69,79370,MOUGON
790011530,EHPAD - fondation Héloïse Dupond,66,79360,BEAUVOIR SUR NIORT
790003636,PUV Foyer Saint-Francois,7,79350,AMAILLOUX
790015903,EHPAD Résidence Saint-Joseph,60,79350,CHICHE
790000319,EHPAD - Résidence Bodin Grandmaison,90,79350,FAYE L ABBESSE
790000343,EHPAD résidence Jean Boucard,73,79340,MENIGOUTE
790000400,EHPAD - résidence Gatebourse,81,79340,VASLES
790003560,EHPAD - résidence Le grand chêne,96,79330,ST VARENT
790000350,Résidence Les Magnolias,92,79320,MONCOUTANT
790008791,EHPAD - résidence Les bleuets,45,79320,MONCOUTANT
790000335,EHPAD Résidence La Menardière,83,79310,ST MARC LA LANDE
790000392,EHPAD - résidence Castelbourdinoise,78,79310,ST PARDOUX
790013452,EHPAD - Résidence Allonneau,116,79300,BRESSUIRE
790018865,Foyer-Logement de L'Argentonnais,22,79290,CERSAY
790014294,EHPAD Notre-Dame des Neiges,77,79290,ST MARTIN DE SANZAY
790013908,Foyer-Logement Résidence les amandiers,23,79270,EPANNES
790003693,EHPAD - résidence Clodomir Arnaud,75,79270,LA ROCHENARD
790003578,EHPAD  - résidence des Trois Roix,78,79270,FRONTENAY ROHAN ROHAN
790006852,EHPAD Les Rives de Sèvre,75,79260,LA CRECHE
790003768,EHPAD RESIDENCE BETHANIE,82,79250,NUEIL LES AUBIERS
790012553,EHPAD - Résidence Sainte-famille,62,79250,NUEIL LES AUBIERS
790016034,EHPAD- Résidence Les Abiès,61,79240,L ABSIE
790006324,Résidence du Petit logis,70,79230,PRAHECQ
790018568,P.U.V. La Roselière,15,79230,VOUILLE
790016588,EHPAD Jardins du Château d'Aiffres,39,79230,AIFFRES
790000442,EHPAD Résidence du Parc,84,79220,CHAMPDENIERS ST DENIS
790003610,EHPAD Notre-Dame de Puyraveau,91,79220,CHAMPDENIERS ST DENIS
790013874,Puv - l'Age d'Or,24,79210,ARCAIS
790013890,Foyer-Logement Résidence les glycines,16,79210,ST HILAIRE LA PALUD
790013932,Foyer-Logement Résidence Les tilleuls,17,79210,ST GEORGES DE REX
790002059,EHPAD RESIDENCE LE VALLOIS,99,79210,MAUZE SUR LE MIGNON
790007884,USLD des Orangers,0,79200,PARTHENAY
790011332,Foyer-Logement Résidence les bergeronnettes,50,79200,PARTHENAY
790014724,EHPAD Résidence Les Feuillantines,43,79200,LE TALLUD
790014708,EHPAD - résidence Les rocs,54,79200,LA PEYRATTE
790018188,EHPAD - résidence Les orangers,89,79200,PARTHENAY
790012595,EHPAD - Résidence Pompairain,158,79200,CHATILLON SUR THOUET
790009880,Foyer-Logement henri minault,50,79190,SAUZE VAUSSAIS
790000327,EHPAD Fondation Brothiers,68,79190,LIMALONGES
790009898,EHPAD Résidence Emilien Bouin,83,79180,CHAURAY
790013387,MARPA,25,79170,PERIGNE
790000301,EHPAD Les Lauriers roses,107,79170,CHIZE
790000426,EHPAD - résidence Les trois cigognes,80,79170,BRIOUX SUR BOUTONNE
790014534,EHPAD Résidence du Parc,45,79160,VILLIERS EN PLAINE
790003602,EHPAD Les Buissonnets,117,79160,BECELEUF
790006746,EHPAD - résidence Aliénor d'Aquitaine,102,79160,COULONGES SUR L AUTIZE
790000285,EHPAD RESIDENCE DU LAC,156,79150,ARGENTON LES VALLEES
790013288,EHPAD Nicolas Sevileano,26,79140,CERIZAY
790003545,EHPAD - résidence La Cressonnière,82,79140,CERIZAY
790000475,EHPAD Résidence La Vergne et Manga,92,79130,SECONDIGNY
790002034,EHPAD Résidence Fondation Dussouil,119,79120,LEZAY
790007231,Marpa de Couture,25,79110,COUTURE D ARGENSON
790000293,EHPAD - Résidence Les quatre saisons,94,79110,CHEF BOUTONNE
790012405,Foyer-Logement Résidence Gambetta,70,79100,THOUARS
790003628,EHPAD Résidence Molière,134,79100,THOUARS
790000376,EHPAD Résidence L'Orée des Bois,150,79100,OIRON
790016737,EHPAD Les Charmes de Fleury,70,79100,THOUARS
790009815,USLD du Centre hospitalier,12,79000,NIORT
790007124,Résidence les vignes,26,79000,SCIECQ
790016091,Foyer-Logement Résidence d'Artimon et Brizeaux,65,79000,NIORT
790003594,Foyer-Logement Résidence De La Coudraie,117,79000,NIORT
790003776,EHPAD Résidence Sevret,80,79000,NIORT
790016083,EHPAD Résidence La Caravelle,88,79000,NIORT
790012926,EHPAD Orpea L'Angélique,102,79000,NIORT
790003552,EHPAD Les Côteaux de Ribray,98,79000,NIORT
790006068,EHPAD Le Cèdre bleu,117,79000,NIORT
790015861,EHPAD Korian La Venise Verte,86,79000,NIORT
790012850,EHPAD - Résidence Sacré-Coeur,88,79000,NIORT
790014302,EHPAD - Résidence Les Avelines,65,79000,NIORT
780802088,Foyer-Logement Résidence Le petit bois,73,78990,ELANCOURT
780017653,MARPA de Bréval,24,78980,BREVAL
780823928,EHPAD Résidence Repotel,74,78960,VOISINS LE BRETONNEUX
780822110,La Résidence du Sourire,75,78955,CARRIERES SOUS POISSY
780823373,EHPAD Korian Les Lilas,110,78955,CARRIERES SOUS POISSY
780701645,EHPAD La Marechalerie,96,78940,LA QUEUE LES YVELINES
780701785,EHPAD Le Bel-Air,39,78850,THIVERVAL GRIGNON
780023602,Résidence des Belles Côtes,24,78840,FRENEUSE
780802070,Résidence des belles vues,79,78800,HOUILLES
780018206,EHPAD Le Parc du Donjon,78,78800,HOUILLES
780700902,EHPAD Léopold-Bellan,102,78790,SEPTEUIL
780000162,Résidence Odette Chauvin,61,78760,JOUARS PONTCHARTRAIN
780804043,EHPAD Saint-Louis,175,78760,JOUARS PONTCHARTRAIN
780823332,EHPAD Le Val-de-Seine ,84,78740,VAUX SUR SEINE
780825675,EHPAD La Fontaine Medicis,84,78711,MANTES LA VILLE
780801072,Foyer-Logement Résidence du Clos de Rome,80,78700,CONFLANS STE HONORINE
780823415,EHPAD Résidence de la Tour,97,78700,CONFLANS STE HONORINE
780701041,EHPAD Richard,207,78700,CONFLANS STE HONORINE
780701504,EHPAD Les Glycines,24,78700,CONFLANS STE HONORINE
780826293,EHPAD Le Prieuré,70,78700,CONFLANS STE HONORINE
780825493,RPA les cytises,51,78680,EPONE
780823878,EHPAD La Rose des Vents,80,78670,VILLENNES SUR SEINE
780701066,EHPAD d'Ablis,45,78660,ABLIS
780804829,Résidence autonomie Saint-Jacques,53,78610,LE PERRAY EN YVELINES
780802096,Résidence le village,100,78600,MAISONS LAFFITTE
780801726,Maison de retraite Castel Fleuri,30,78600,MAISONS LAFFITTE
780826038,Korian Villa Pégase,115,78600,MAISONS LAFFITTE
780018826,EHPAD Résidence du Parc,77,78600,MAISONS LAFFITTE
780701538,EHPAD Le Belvédère,65,78600,MAISONS LAFFITTE
780700894,EHPAD Champsfleur,175,78600,LE MESNIL LE ROI
780803417,Résidence autonomie Les Jardins de Noisy,58,78590,NOISY LE ROI
780024261,EHPAD - Résidence Maintenon,115,78590,NOISY LE ROI
780822946,Résidence autonomie Les Magnolias,53,78570,ANDRESY
780823100,EHPAD résidence Andrésy,60,78570,ANDRESY
780802021,EHPAD R?sidence Le Tilleul,98,78570,CHANTELOUP LES VIGNES
780020665,EHPAD Résidence Simon Vouet,111,78560,LE PORT MARLY
780804027,USLD Houdan,0,78550,HOUDAN
780014858,Maison Dumonthier Hébergement temporaire,6,78550,HOUDAN
780013579,Maison Dumonthier Accueil de jour,6,78550,HOUDAN
780800587,EHPAD de l'hôpital,153,78550,HOUDAN
780824876,Résidence Le Clos des Priés,94,78540,VERNOUILLET
780701793,EHPAD Résidence Isatis,69,78540,VERNOUILLET
780700670,EHPAD Pierre-Bienvenu Noailles,100,78530,BUC
780008728,Résidence Jeanne Belfort,30,78520,LIMAY
780821641,Foyer-Logement Résidence la roseraie,60,78510,TRIEL SUR SEINE
780701769,Résidence Mon Repos,39,78500,SARTROUVILLE
780701439,Foyer-Logement Résidence Debenedetti,67,78500,SARTROUVILLE
780802161,Foyer-Logement RPA de l'union,80,78500,SARTROUVILLE
780702676,EHPAD Stéphanie,93,78500,SARTROUVILLE
780701744,EHPAD Résidence Médicis,90,78500,SARTROUVILLE
780700969,EHPAD Les Oiseaux,148,78500,SARTROUVILLE
780800363,EHPAD du Bois-Renoult,200,78490,MONTFORT L AMAURY
780823191,EHPAD Résidence Parc de Montfort,82,78490,MONTFORT L AMAURY
780700860,EHPAD Bon accueil,80,78490,MONTFORT L AMAURY
780802302,Foyer-Logement Résidence Delapierre,80,78480,VERNEUIL SUR SEINE
780826137,EHPAD Résidence Clemenceau,71,78480,VERNEUIL SUR SEINE
780824884,EHPAD Résidence Saint-Rémy,259,78470,ST REMY LES CHEVREUSE
780826277,EHPAD Les Eaux vives,86,78470,ST REMY LES CHEVREUSE
780000360,USLD de l'Hôpital de Chevreuse,0,78460,CHEVREUSE
780804035,EHPAD de l'Hôpital de Chevreuse,76,78460,CHEVREUSE
